desarrollador,oferta,fuente,localidad,precio_min,precio_max,fecha_consulta,lat,lon,precio,mts_const,direccion,bathrooms,recamaras,colonia,size,descripcion,superficie,colloc,precio_m2
,casa en venta de lujo en merida en el country club con recamara en planta baja,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,13600000.0,,,,4.0,,4.0,,,,
,se vende casa de chukum en el country club,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,12950000.0,,,,4.0,,4.0,,,,
,clinica de belleza con equipamiento e instalaciones colonia buenavista merida,metros_cubicos,buenavista,,,2024-03-16 21:06:01.279679,,,4700000.0,,,,2.0,,8.0,,,buenavista,
,venta de hermosa casa en yucatan country club,metros_cubicos,yucatan,,,2024-03-16 21:06:01.279679,,,24900000.0,,,,5.0,,4.0,,,yucatan,
,casa en venta merida nuevo bellavista dzitya modelo borea preventa.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,6500000.0,,,,5.0,,4.0,,,,
,casa en venta en merida cerca de la playa  en privada y con amenidades,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,1950000.0,,,,1.0,,2.0,,,,
,casa en venta en merida modelo a en privada zendera cholul.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3395000.0,,,,3.0,,3.0,,,,
,casa en venta en el norte de merida cholul en privada,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2590000.0,,,,2.0,,2.0,,,,
,casa en venta de lujo en merida en el country club de golf con alberca,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,16500000.0,,,,4.0,,3.0,,,,
,casa en  venta en el norte de merida en privada 3 recamaras,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2690000.0,,,,2.0,,3.0,,,,
,casa en venta en yucatan country club,metros_cubicos,yucatan country club,,,2024-03-16 21:06:01.279679,,,14950000.0,,,,4.0,,3.0,,,yucatan country club,
,casa dentro residencial carretera merida progreso yucatan,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4995000.0,,,,4.0,,3.0,,,,
,casa en venta en temozon norte en meridayucatan,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3029000.0,,,,2.0,,2.0,,,,
,casa en venta en merida dzitya,metros_cubicos,dzitya,,,2024-03-16 21:06:01.279679,,,6415000.0,,,,5.0,,3.0,,,dzitya,
,casa en venta  merida privada zentura cholul,metros_cubicos,cholul,,,2024-03-16 21:06:01.279679,,,4799000.0,,,,3.0,,3.0,,,cholul,
,casa en venta merida privada zentura cholul,metros_cubicos,cholul,,,2024-03-16 21:06:01.279679,,,5750000.0,,,,3.0,,3.0,,,cholul,
,casa en venta en horizonte dzitya,metros_cubicos,dzitya,,,2024-03-16 21:06:01.279679,,,6200000.0,,,,4.0,,4.0,,,dzitya,
,casas en venta en merida dzitya de 4 recamaras.,metros_cubicos,dzitya,,,2024-03-16 21:06:01.279679,,,4349000.0,,,,4.0,,4.0,,,dzitya,
,townhouse nuevo en venta en cholul merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2490000.0,,,,2.0,,2.0,,,,
,venta casa dos plantas privada cittadela norte,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,14890000.0,,,,5.0,,3.0,,,,
,casa de 3 habitaciones en privada nadira,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4050000.0,,,,4.0,,3.0,,,,
,venta de casa de 3 recamaras  al norte de merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3290000.0,,,,3.0,,3.0,,,,
,casa en campo de golf  jardin con alberca privada area de,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,15193095.0,,,,2.0,,2.0,,,,
,casa en venta en margaritas 190,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4920000.0,,,,4.0,,4.0,,,,
,casa en venta en montecristo,metros_cubicos,montecristo,,,2024-03-16 21:06:01.279679,,,15000000.0,,,,4.0,,3.0,,,montecristo,
,casa en venta norte de merida cholul,metros_cubicos,cholul,,,2024-03-16 21:06:01.279679,,,2690000.0,,,,3.0,,3.0,,,cholul,
,casas en venta en merida de 4 y 5 recamaras .,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4974000.0,,,,5.0,,5.0,,,,
,casa nova de 4 recamaras en residencial nortemerida komchen merida,metros_cubicos,komchen,,,2024-03-16 21:06:01.279679,,,7987000.0,,,,4.0,,4.0,,,komchen,
,casa en tixcuytun,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,6300000.0,,,,5.0,,3.0,,,,
,casa en venta en merida grandia th  septiembre 2023.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2500000.0,,,,2.0,,2.0,,,,
,casa en venta merida centro modelo 2 hab septiembre 2023,metros_cubicos,merida centro,,,2024-03-16 21:06:01.279679,,,8100000.0,,,,2.0,,2.0,,,merida centro,
,casa en venta merida altabrisa arle townhouses julio 2023,metros_cubicos,altabrisa,,,2024-03-16 21:06:01.279679,,,4100000.0,,,,3.0,,3.0,,,altabrisa,
,casa en venta merida privada kuro townhouse modelo a agosto 2023,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3300000.0,,,,2.0,,2.0,,,,
,casa en venta merida privada el cortijo chablekal,metros_cubicos,chablekal,,,2024-03-16 21:06:01.279679,,,10490000.0,,,,3.0,,3.0,,,chablekal,
,venta de casa al norte de merida con 2 recamaras en yucatan,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,1820000.0,,,,2.0,,2.0,,,,
,casa en venta en privada en san ramon norte,metros_cubicos,san ramon norte i,,,2024-03-16 21:06:01.279679,,,32000000.0,,,,7.0,,4.0,,,san ramon norte i,
,casa en venta 1 planta al norte de la ciudad  montes de ame,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,7800000.0,,,,3.0,,3.0,,,,
,casa en venta en cholul en meridayucatan,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2419000.0,,,,2.0,,2.0,,,,
,casa en preventa en privada macora 86 en cholul  mod. c,metros_cubicos,cholul,,,2024-03-16 21:06:01.279679,,,4790000.0,,,,5.0,,4.0,,,cholul,
,casa en venta en el yucatan country club,metros_cubicos,yucatan country club,,,2024-03-16 21:06:01.279679,,,16000000.0,,,,5.0,,4.0,,,yucatan country club,
,casa en venta en parque natura en cholul,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,7300000.0,,,,5.0,,4.0,,,,
,aprovecha esta increible oportunidad casa en remate las americas merida yuc. mexico,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,518179.0,,,,2.0,,3.0,,,,
,casa de 4 habitaciones en privada quinta real altabrisa merida,metros_cubicos,altabrisa,,,2024-03-16 21:06:01.279679,,,3500000.0,,,,2.0,,3.0,,,altabrisa,
,casa en venta en merida privada las fincas 1 planta entrega inmediata.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,11900000.0,,,,5.0,,3.0,,,,
,casa en venta en merida san pedro cholul en preventa.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,9606000.0,,,,5.0,,4.0,,,,
,en venta para oficina escuela o comercio en chuburna en meridayucatan,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,12500000.0,,,,5.0,,8.0,,,,
,casa en venta en villas la hacienda zona norte merida.,metros_cubicos,villas la hacienda,,,2024-03-16 21:06:01.279679,,,5200000.0,,,,6.0,,6.0,,,villas la hacienda,
,casa en club de golf la ceiba,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,17000000.0,,,,6.0,,5.0,,,,
,quinta en venta en cholul,metros_cubicos,cholul,,,2024-03-16 21:06:01.279679,,,16000000.0,,,,4.0,,3.0,,,cholul,
,casa en venta en el norte de merida en conkal  mod abi 2,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2520000.0,,,,2.0,,2.0,,,,
,casa en venta en merida conkal con recamara en planta baja en privada,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2895000.0,,,,2.0,,3.0,,,,
,ultimas casas en venta en merida con amenidades con descuento  mod nadir plus,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2295216.0,,,,2.0,,3.0,,,,
,casa en venta merida privada soluna fobos 04 septiembre 2023.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,6950000.0,,,,5.0,,4.0,,,,
,casa en venta en merida dzitya,metros_cubicos,dzitya,,,2024-03-16 21:06:01.279679,,,5195000.0,,,,5.0,,3.0,,,dzitya,
,casa en venta   en privada residencial   merida   dzitya,metros_cubicos,dzitya,,,2024-03-16 21:06:01.279679,,,6100000.0,,,,4.0,,4.0,,,dzitya,
,casa120 en venta en privada oasis en yucatan country club,metros_cubicos,yucatan country club,,,2024-03-16 21:06:01.279679,,,14950000.0,,,,4.0,,4.0,,,yucatan country club,
,casa en venta en merida residencial kinish.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4850000.0,,,,3.0,,3.0,,,,
,casa en diade temozon,metros_cubicos,temozon norte,,,2024-03-16 21:06:01.279679,,,9380000.0,,,,4.0,,4.0,,,temozon norte,
,venta y preventa 6 residencias de lujo en dzita,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3290000.0,,,,4.0,,4.0,,,,
,casa  en privada residencial nortemerida   house one,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,9500000.0,,,,4.0,,4.0,,,,
,casa h2 en venta en albarella,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3153600.0,,,,2.0,,2.0,,,,
,preventa de hermosa residencia en parque natura.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,7500000.0,,,,4.0,,4.0,,,,
,casa en venta en lum terra cholul,metros_cubicos,cholul,,,2024-03-16 21:06:01.279679,,,3495000.0,,,,3.0,,3.0,,,cholul,
,venta casa dos plantas en privada cittadela norte,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,16690000.0,,,,4.0,,3.0,,,,
,estrena casa en venta en kutz country club  merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,16900000.0,,,,4.0,,4.0,,,,
,casa en inmejorable ubicacion residencial amidanah temozon norte,metros_cubicos,temozon norte,,,2024-03-16 21:06:01.279679,,,5700000.0,,,,4.0,,3.0,,,temozon norte,
,exclusiva casa en venta las sabinas benito juarez norte,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,5145000.0,,,,3.0,,2.0,,,,
,hermosa casa en venta ez colonia mexico,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,11000000.0,,,,4.0,,3.0,,,,
,casa en venta  parque natura al norte de merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,6100000.0,,,,4.0,,4.0,,,,
,casa de una planta con 3 recamaras en montecristo,metros_cubicos,montecristo,,,2024-03-16 21:06:01.279679,,,13400000.0,,,,4.0,,3.0,,,montecristo,
,casa 3 recamaras  recamara servicio en cholul merida entre,metros_cubicos,cholul,,,2024-03-16 21:06:01.279679,,,4390000.0,,,,4.0,,4.0,,,cholul,
,casa a en venta en albarella,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3545000.0,,,,3.0,,3.0,,,,
,casa en venta en meridayucatan en sodzil norte,metros_cubicos,sodzil norte,,,2024-03-16 21:06:01.279679,,,7700000.0,,,,4.0,,3.0,,,sodzil norte,
,casa en venta en merida cholul,metros_cubicos,cholul,,,2024-03-16 21:06:01.279679,,,3090000.0,,,,2.0,,2.0,,,cholul,
,casa en tixcuytun,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,6025000.0,,,,5.0,,4.0,,,,
,townhouses en preventa al norte de merida de 2 recamaras.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3190000.0,,,,2.0,,2.0,,,,
,casa equipada en venta en merida cholul.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,7000000.0,,,,5.0,,5.0,,,,
,casa en venta merida privada unno townhouse enero 2024.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3790000.0,,,,2.0,,2.0,,,,
,casa en venta en merida bellavista dzitya modelo murum dic 2022.,metros_cubicos,bellavista,,,2024-03-16 21:06:01.279679,,,6350000.0,,,,5.0,,4.0,,,bella vista,
,casa en venta en merida  privada camelia  lista.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3395000.0,,,,3.0,,3.0,,,,
,casa en venta en merida privada enuma urban homes modelo tiara otono 22,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,6640791.0,,,,4.0,,3.0,,,,
,casa en venta en margaritas cholul. merida.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4975000.0,,,,6.0,,5.0,,,,
,casa una planta 621.50m2 col itzimna merida,metros_cubicos,itzimna,,,2024-03-16 21:06:01.279679,,,5000000.0,,,,4.0,,2.0,,,itzimna,
,preciosa casa en el barrio de la mejorada,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,16500000.0,,,,4.0,,4.0,,,,
,venta casa 3 ambientes montebello,metros_cubicos,montebello,,,2024-03-16 21:06:01.279679,,,7000000.0,,,,4.0,,3.0,,,montebello,
,casa equipada de 3 habitaciones piscina cto de servicio en montebello merida,metros_cubicos,montebello,,,2024-03-16 21:06:01.279679,,,7750000.0,,,,5.0,,3.0,,,montebello,
,casa en venta en privada el cortijo muy cerca del country cl,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,13800000.0,,,,3.0,,3.0,,,,
,calle 21  la florida merida yuc. 97138,metros_cubicos,la florida,,,2024-03-16 21:06:01.279679,,,413921.0,,,,2.0,,3.0,,,la florida,
,venta casa 4 ambientes komchen,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3000000.0,,,,4.0,,4.0,,,,
,exclusiva residencia con 4 habitaciones alberca estudio en,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,19500000.0,,,,4.0,,4.0,,,,
,casa en venta en  merida country club netag6952,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,10500000.0,,,,3.0,,3.0,,,,
,casa en venta privada residencial fontana merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,8500000.0,,,,4.0,,4.0,,,,
,casa en venta en privada unica living komchen,metros_cubicos,komchen,,,2024-03-16 21:06:01.279679,,,7915000.0,,,,4.0,,4.0,,,komchen,
,casa en venta en centro de merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,21000000.0,,,,4.0,,4.0,,,,
,casa segovia en altozano  tamanche,metros_cubicos,tamanche,,,2024-03-16 21:06:01.279679,,,3900000.0,,,,3.0,,3.0,,,tamanche,
,preciosa casa de una sola planta en ubicacion inigualable,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,15490000.0,,,,3.0,,3.0,,,,
,casa en pueblo komchen,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,8490000.0,,,,4.0,,3.0,,,,
,casa en pueblo komchen,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,10490000.0,,,,5.0,,3.0,,,,
,casa en san ramon en merida,metros_cubicos,san ramon norte,,,2024-03-16 21:06:01.279679,,,13000000.0,,,,4.0,,4.0,,,san ramon norte,
,casa en venta en club de golf  la ceiba,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,13500000.0,,,,5.0,,3.0,,,,
,casa  emiliano zapata nte,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,12000000.0,,,,4.0,,3.0,,,,
,casa en  dzitya de 4 recamaras y alberca a estrenar,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,6350000.0,,,,4.0,,4.0,,,,
,casa en venta de una planta de 2 recamaras en merida conkal con alberca,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3350000.0,,,,2.0,,2.0,,,,
,casa en venta en merida en privada con amenidades en esquina mod acqua,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2750000.0,,,,3.0,,3.0,,,,
,residencias en venta en merida cholul.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3585000.0,,,,3.0,,2.0,,,,
,casa en pueblo komchen,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,8990000.0,,,,6.0,,4.0,,,,
,casa en venta en residencial privado junto a la carretera merida  progreso,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,6800000.0,,,,5.0,,4.0,,,,
,casa en venta en merida   dzitya,metros_cubicos,dzitya,,,2024-03-16 21:06:01.279679,,,6600000.0,,,,4.0,,3.0,,,dzitya,
,casa121 en venta en privada oasis en yucatan country club,metros_cubicos,yucatan country club,,,2024-03-16 21:06:01.279679,,,14950000.0,,,,4.0,,4.0,,,yucatan country club,
,casa en venta en xcanatun en meridayucatan,metros_cubicos,xcanatun,,,2024-03-16 21:06:01.279679,,,8130000.0,,,,5.0,,4.0,,,xcanatun,
,casa de lujo en villas del sol,metros_cubicos,villas del sol,,,2024-03-16 21:06:01.279679,,,13000000.0,,,,3.0,,3.0,,,villas del sol,
,venta de casa en fracc. residencial nortemerida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,8650000.0,,,,4.0,,3.0,,,,
,casa d en venta en albarella,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3877440.0,,,,3.0,,3.0,,,,
,venta casa 3 ambientes cholul,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4100000.0,,,,4.0,,3.0,,,,
,casaduna en venta en temozon village temozon norte,metros_cubicos,temozon norte,,,2024-03-16 21:06:01.279679,,,4479000.0,,,,2.0,,2.0,,,temozon norte,
,venta casa una planta privada cittadela norte,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,14290000.0,,,,4.0,,3.0,,,,
,estrena preciosa casa en oasis yucatan country club,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,17500000.0,,,,4.0,,4.0,,,,
,casa en juan b sosa,metros_cubicos,juan b sosa,,,2024-03-16 21:06:01.279679,,,5600000.0,,,,5.0,,4.0,,,juan b sosa,
,villa con 3 recamaras piscina y roofop con jacuzzi,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3655000.0,,,,3.0,,3.0,,,,
,palta 152 residencial exclusivas casas y lofts al norte de merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3990000.0,,,,4.0,,3.0,,,,
,exclusiva casa en venta residencial enuma hurban homes temozon norte,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,5504440.0,,,,5.0,,3.0,,,,
,lista para entrega casa en venta en cholul al norte de mer,metros_cubicos,cholul,,,2024-03-16 21:06:01.279679,,,4500000.0,,,,3.0,,3.0,,,cholul,
,casa 3 habitaciones y piscina en privada los alamos merida,metros_cubicos,los alamos,,,2024-03-16 21:06:01.279679,,,4800000.0,,,,3.0,,3.0,,,los alamos,
,townhouses en preventa en merida de 2 recamaras,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3680000.0,,,,2.0,,2.0,,,,
,casa en venta merida dzitya ajal villas abril 2023.,metros_cubicos,dzitya,,,2024-03-16 21:06:01.279679,,,3580000.0,,,,2.0,,2.0,,,dzitya,
,casa en venta en merida privada maruva luxury mod. roof listo.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3030000.0,,,,2.0,,2.0,,,,
,casa en venta en merida privada gran san pedro cholul vitua mod. a abril 23,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3290000.0,,,,3.0,,3.0,,,,
,venta casa zona residencial tamara con amenidades chablekal,metros_cubicos,chablekal,,,2024-03-16 21:06:01.279679,,,7690000.0,,,,4.0,,4.0,,,chablekal,
,casa h3 en venta en albarella,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3460300.0,,,,3.0,,3.0,,,,
,casa en venta en enuma urban homes babilon en temozon nort,metros_cubicos,temozon norte,,,2024-03-16 21:06:01.279679,,,6142207.0,,,,3.0,,3.0,,,temozon norte,
,casa en venta dentro privada con amenidades en cholul,metros_cubicos,cholul,,,2024-03-16 21:06:01.279679,,,3280000.0,,,,3.0,,3.0,,,cholul,
,casa de 1 planta con 3 habitaciones en residencial montecristo merida,metros_cubicos,montecristo,,,2024-03-16 21:06:01.279679,,,15000000.0,,,,4.0,,3.0,,,montecristo,
,casa  en venta en merida privada ayrea cholul,metros_cubicos,cholul,,,2024-03-16 21:06:01.279679,,,2790000.0,,,,2.0,,2.0,,,cholul,
,casa en venta en merida xcanatun mod. nearoma agosto 2023.,metros_cubicos,xcanatun,,,2024-03-16 21:06:01.279679,,,7500000.0,,,,2.0,,2.0,,,xcanatun,
,casa al norte de merida 2 recamaras alberca excelente ubic,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,5145000.0,,,,2.0,,2.0,,,,
,casas en venta en gran san pedro cholul al norte de merida,metros_cubicos,gran san pedro cholul,,,2024-03-16 21:06:01.279679,,,3290000.0,,,,3.0,,3.0,,,gran san pedro cholul,
,casa nueva dzitya merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,6350000.0,,,,5.0,,4.0,,,,
,residencia con 3 habitaciones en privada el cortijo,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,10490000.0,,,,3.0,,3.0,,,,
,amplia casa  en arbolado condominio al norte de merida.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,6400000.0,,,,5.0,,3.0,,,,
,casa en venta en benito juarez norte,metros_cubicos,benito juarez nte,,,2024-03-16 21:06:01.279679,,,8900000.0,,,,2.0,,2.0,,,benito juarez norte,
,remate bancario adquiere un inmueble muy por debajo de su costo comercial,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,955416.0,,,,1.0,,2.0,,,,
,venta de casa en yucatan country club 3 recamaras,metros_cubicos,yucatan country club,,,2024-03-16 21:06:01.279679,,,20500000.0,,,,5.0,,3.0,,,yucatan country club,
,casa  merida centro,metros_cubicos,merida centro,,,2024-03-16 21:06:01.279679,,,3200000.0,,,,4.0,,4.0,,,merida centro,
,casa  yucatan country club,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,30000000.0,,,,4.0,,4.0,,,,
,casa en venta en chichi suarez en meridayucatan,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3800000.0,,,,3.0,,3.0,,,,
,casa en venta en emiliano zapata norte,metros_cubicos,emiliano zapata nte,,,2024-03-16 21:06:01.279679,,,11000000.0,,,,3.0,,3.0,,,emiliano zapata nte,
,venta de casa de 3 recamaras  al norte de merida dzitya,metros_cubicos,dzitya,,,2024-03-16 21:06:01.279679,,,3800000.0,,,,3.0,,3.0,,,dzitya,
,casa de 3 habitaciones en montebello merida,metros_cubicos,montebello,,,2024-03-16 21:06:01.279679,,,8300000.0,,,,3.0,,3.0,,,montebello,
,casa en venta en merida privada albarella mod. f equipada lista.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4250000.0,,,,5.0,,4.0,,,,
,casa en venta en merida privada alera en dzitya.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3924000.0,,,,3.0,,3.0,,,,
,casa con vista a lago en merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3600000.0,,,,2.0,,3.0,,,,
,casa en venta merida privada unica living  92 xcana,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,6600000.0,,,,5.0,,4.0,,,,
